1,1,123.1,334.7,132.65,57.170000000000016,1,1,1.0
1,2,209.9,251.5,92.61999999999998,39.829999999999984,1,1,1.0
1,3,734.11,266.56,71.09000000000003,38.75,1,1,1.0
2,1,99.23,337.51,135.46999999999997,58.59000000000003,1,1,1.0
2,2,209.83,251.63,92.68999999999997,39.75999999999999,1,1,1.0
2,3,719.74,268.9,71.36000000000001,38.210000000000036,1,1,1.0
3,1,73.96,342.4,138.24,58.26000000000005,1,1,1.0
3,2,209.76,251.76,92.75999999999999,39.69999999999999,1,1,1.0
3,3,707.7,270.18,74.39999999999998,38.20999999999998,1,1,1.0
4,1,49.95,346.41,137.75,58.789999999999964,1,1,1.0
4,2,209.69,251.89,92.82999999999998,39.639999999999986,1,1,1.0
4,3,693.58,272.24,74.39999999999998,38.19999999999999,1,1,1.0
5,1,24.42,348.49,142.48000000000002,62.50999999999999,1,1,1.0
5,2,209.62,252.02,92.89999999999998,39.58000000000001,1,1,1.0
5,3,678.19,274.0,76.20999999999992,39.77999999999997,1,1,1.0
6,1,0.46,353.18,148.23999999999998,62.50999999999999,1,1,1.0
6,2,209.55,252.15,92.96999999999997,39.51000000000002,1,1,1.0
6,3,665.87,275.03,76.23000000000002,39.78000000000003,1,1,1.0
7,1,0.46,353.7,123.74000000000001,67.69999999999999,1,1,1.0
7,2,209.48,252.28,93.03999999999999,39.45000000000002,1,1,1.0
7,3,651.5,277.59,76.23000000000002,39.78000000000003,1,1,1.0
8,1,0.46,360.0,100.84,64.5,1,1,1.0
8,2,209.42,252.42,93.1,39.380000000000024,1,1,1.0
8,3,636.61,277.59,77.99000000000001,41.31,1,1,1.0
9,1,0.0,364.7,77.3,56.69999999999999,1,1,1.0
9,2,209.35,252.55,93.16999999999999,39.31,1,1,1.0
9,3,621.47,279.6,82.13,43.14999999999998,1,1,1.0
10,1,0.0,370.4,52.3,51.0,1,1,1.0
10,2,209.28,252.68,93.23999999999998,39.25,1,1,1.0
10,3,605.3,284.0,82.13,42.48000000000002,1,1,1.0
11,1,0.0,380.3,27.8,45.80000000000001,1,1,1.0
11,2,209.21,252.81,93.30999999999997,39.19,1,1,1.0
11,3,590.37,285.87,84.42999999999995,42.48000000000002,1,1,1.0
12,2,209.14,252.94,93.38,39.129999999999995,1,1,1.0
12,3,575.21,287.16,84.42999999999995,42.47999999999996,1,1,1.0
13,2,209.07,253.07,93.44999999999999,39.06,1,1,1.0
13,3,559.7,289.09,85.75,42.48000000000002,1,1,1.0
14,2,209.0,253.2,93.51999999999998,39.0,1,1,1.0
14,3,543.57,290.38,85.75,43.120000000000005,1,1,1.0
15,2,209.9,252.4,92.61999999999998,38.92999999999998,1,1,1.0
15,3,527.44,293.93,88.65999999999997,43.46999999999997,1,1,1.0
16,2,207.8,252.4,94.71999999999997,39.02000000000001,1,1,1.0
16,3,510.99,294.57,89.30999999999995,47.03000000000003,1,1,1.0
17,2,207.92,252.4,94.6,39.119999999999976,1,1,1.0
17,3,494.22,298.77,91.57999999999993,47.02000000000004,1,1,1.0
18,2,208.05,252.4,94.46999999999997,39.22,1,1,1.0
18,3,475.19,300.06,95.10999999999996,49.639999999999986,1,1,1.0
19,2,208.17,252.4,94.35,39.32000000000002,1,1,1.0
19,3,458.6,302.96,95.11000000000001,49.64000000000004,1,1,1.0
20,2,208.3,252.4,94.21999999999997,39.41,1,1,1.0
20,3,441.59,303.79,95.12000000000006,51.31,1,1,1.0
21,2,208.42,252.4,94.1,39.51000000000002,1,1,1.0
21,3,424.59,307.11,98.81,51.31,1,1,1.0
22,2,208.55,252.4,93.96999999999997,39.609999999999985,1,1,1.0
22,3,404.68,311.26,101.71999999999997,51.31,1,1,1.0
23,2,208.67,252.4,93.85,39.70000000000002,1,1,1.0
23,3,386.0,313.33,104.23000000000002,54.27000000000004,1,1,1.0
24,2,208.8,252.4,93.71999999999997,39.79999999999998,1,1,1.0
24,3,368.58,317.89,105.92000000000002,54.27000000000004,1,1,1.0
25,2,208.8,252.43,93.71999999999997,39.77999999999997,1,1,1.0
25,3,349.92,320.38,106.77999999999997,54.26999999999998,1,1,1.0
26,2,208.8,252.47,93.71999999999997,39.73999999999998,1,1,1.0
26,3,330.55,325.31,108.84999999999997,54.26999999999998,1,1,1.0
27,2,208.8,252.5,93.71999999999997,39.72000000000003,1,1,1.0
27,3,309.07,325.7,112.32999999999998,58.5,1,1,1.0
28,2,208.8,252.54,93.71999999999997,39.680000000000035,1,1,1.0
28,3,287.6,329.57,115.79999999999995,58.5,1,1,1.0
29,2,208.8,252.57,93.71999999999997,39.660000000000025,1,1,1.0
29,3,267.88,332.39,115.80000000000001,60.610000000000014,1,1,1.0
30,2,208.8,252.61,93.71999999999997,39.629999999999995,1,1,1.0
30,3,244.77,336.17,121.72999999999999,60.60999999999996,1,1,1.0
31,2,208.8,252.64,93.71999999999997,39.60000000000002,1,1,1.0
31,3,222.09,339.1,123.80999999999997,62.299999999999955,1,1,1.0
32,2,208.8,252.68,93.71999999999997,39.56999999999999,1,1,1.0
32,3,200.66,344.98,127.64000000000001,62.299999999999955,1,1,1.0
33,2,208.8,252.71,93.71999999999997,39.54999999999998,1,1,1.0
33,3,177.14,348.34,129.36,62.31,1,1,1.0
34,2,208.8,252.74,93.71999999999997,39.51999999999998,1,1,1.0
34,3,151.09,350.9,136.91,65.63,1,1,1.0
35,2,208.8,252.78,93.71999999999997,39.48999999999998,1,1,1.0
35,3,125.9,355.5,138.57000000000002,67.32999999999998,1,1,1.0
36,2,208.8,252.81,93.71999999999997,39.45999999999998,1,1,1.0
36,3,101.53,360.12,143.17,67.32999999999998,1,1,1.0
37,2,208.8,252.85,93.71999999999997,39.42999999999998,1,1,1.0
37,3,75.91,365.58,144.39000000000001,67.33000000000004,1,1,1.0
38,2,208.8,252.88,93.71999999999997,39.410000000000025,1,1,1.0
38,3,47.3,367.68,152.0,73.21999999999997,1,1,1.0
39,2,208.8,252.92,93.71999999999997,39.37000000000003,1,1,1.0
39,3,20.41,374.4,155.79,73.22000000000003,1,1,1.0
40,2,208.8,252.95,93.71999999999997,39.35000000000002,1,1,1.0
40,3,0.0,377.35,150.2,74.84999999999997,1,1,1.0
41,2,208.8,252.98,93.71999999999997,39.33000000000001,1,1,1.0
41,3,0.0,380.7,125.4,79.90000000000003,1,1,1.0
42,2,208.8,253.02,93.71999999999997,39.28999999999999,1,1,1.0
42,3,0.0,387.0,101.0,77.0,1,1,1.0
43,2,208.8,253.05,93.71999999999997,39.26999999999998,1,1,1.0
43,3,0.0,394.1,75.4,63.599999999999966,1,1,1.0
44,2,208.8,253.09,93.71999999999997,39.22999999999999,1,1,1.0
44,3,0.0,405.4,49.8,56.5,1,1,1.0
45,2,208.8,253.12,93.71999999999997,39.20999999999998,1,1,1.0
45,3,0.0,415.9,22.5,42.60000000000002,1,1,1.0
46,2,208.8,253.16,93.71999999999997,39.17999999999998,1,1,1.0
47,2,208.8,253.19,93.71999999999997,39.14999999999998,1,1,1.0
48,2,208.8,253.23,93.71999999999997,39.12000000000003,1,1,1.0
49,2,208.8,253.26,93.71999999999997,39.10000000000002,1,1,1.0
50,2,208.8,253.29,93.71999999999997,39.07000000000002,1,1,1.0
51,2,208.8,253.33,93.71999999999997,39.03999999999999,1,1,1.0
51,4,950.56,229.6,9.440000000000055,48.97,1,1,1.0
52,2,208.8,253.36,93.71999999999997,39.00999999999999,1,1,1.0
52,4,946.2,228.1,13.799999999999955,50.47,1,1,1.0
53,2,208.8,253.4,93.71999999999997,38.97999999999999,1,1,1.0
53,4,942.7,228.1,17.299999999999955,53.70000000000002,1,1,1.0
54,2,208.8,253.43,93.71999999999997,38.95999999999998,1,1,1.0
54,4,937.7,228.1,22.299999999999955,54.00000000000003,1,1,1.0
55,2,208.8,253.47,93.71999999999997,38.91999999999999,1,1,1.0
55,4,933.3,228.1,26.700000000000045,58.70000000000002,1,1,1.0
56,2,208.8,253.5,93.71999999999997,38.89999999999998,1,1,1.0
56,4,928.3,226.6,31.700000000000045,60.20000000000002,1,1,1.0
57,2,208.8,253.73,93.71999999999997,38.66999999999999,1,1,1.0
57,4,924.5,226.6,35.5,60.20000000000002,1,1,1.0
58,2,208.8,253.97,93.71999999999997,38.42999999999998,1,1,1.0
58,4,917.8,226.6,42.200000000000045,65.20000000000002,1,1,1.0
59,2,208.8,254.2,93.71999999999997,38.19999999999999,1,1,1.0
59,4,912.14,226.63,47.860000000000014,66.82999999999998,1,1,1.0
60,2,208.8,254.2,93.71999999999997,38.55000000000001,1,1,1.0
60,4,906.48,226.66,53.51999999999998,68.46000000000001,1,1,1.0
61,2,208.8,254.2,93.71999999999997,38.900000000000034,1,1,1.0
61,4,900.82,226.69,59.17999999999995,70.08999999999997,1,1,1.0
62,2,208.8,254.2,93.71999999999997,40.0,1,1,1.0
62,4,895.16,226.72,64.84000000000003,71.72,1,1,1.0
63,2,208.8,255.1,93.71999999999997,39.099999999999994,1,1,1.0
63,4,889.5,226.75,70.5,73.35000000000002,1,1,1.0
64,2,208.8,255.1,93.71999999999997,39.47,1,1,1.0
64,4,883.84,226.78,76.15999999999997,74.97999999999999,1,1,1.0
65,2,208.8,255.1,93.71999999999997,39.83000000000001,1,1,1.0
65,4,878.18,226.81,81.82000000000005,76.61000000000001,1,1,1.0
66,2,208.8,255.1,93.71999999999997,40.20000000000002,1,1,1.0
66,4,872.52,226.84,87.48000000000002,78.23999999999998,1,1,1.0
67,2,208.8,255.1,93.71999999999997,40.25000000000003,1,1,1.0
67,4,866.86,226.87,93.13999999999999,79.87,1,1,1.0
68,2,208.8,255.1,93.71999999999997,40.29999999999998,1,1,1.0
68,4,861.2,226.9,98.79999999999995,81.49999999999997,1,1,1.0
69,2,208.8,255.1,93.71999999999997,40.349999999999994,1,1,1.0
69,4,854.09,227.48,105.75999999999999,82.58000000000001,1,1,1.0
70,2,208.8,255.1,93.71999999999997,40.400000000000006,1,1,1.0
70,4,846.98,228.06,112.72000000000003,83.66000000000003,1,1,1.0
71,2,208.8,255.4,93.71999999999997,40.33000000000001,1,1,1.0
71,4,839.87,228.64,119.67999999999995,84.75,1,1,1.0
72,2,208.8,255.7,93.71999999999997,40.27000000000004,1,1,1.0
72,4,832.76,229.22,126.63999999999999,85.83000000000001,1,1,1.0
73,2,208.8,256.0,93.71999999999997,40.19999999999999,1,1,1.0
73,4,825.65,229.8,133.60000000000002,86.90999999999997,1,1,1.0
74,2,208.8,256.0,93.68,40.19999999999999,1,1,1.0
74,4,818.54,230.38,140.56000000000006,87.99000000000001,1,1,1.0
75,2,208.8,256.0,93.63999999999999,40.19999999999999,1,1,1.0
75,4,811.43,230.96,147.5200000000001,89.06999999999996,1,1,1.0
76,2,208.8,256.0,93.59999999999997,40.19999999999999,1,1,1.0
76,4,804.32,231.54,154.4799999999999,90.15,1,1,1.0
77,2,208.8,256.0,93.55000000000001,40.19999999999999,1,1,1.0
77,4,797.21,232.12,161.43999999999994,91.24000000000001,1,1,1.0
77,5,790.8,262.68,31.600000000000023,23.480000000000018,1,1,1.0
78,2,208.8,256.0,93.50999999999999,40.19999999999999,1,1,1.0
78,4,790.1,232.7,168.39999999999998,92.32,1,1,1.0
78,5,780.04,262.35,31.600000000000023,23.47999999999996,1,1,1.0
79,2,208.8,256.0,93.46999999999997,40.19999999999999,1,1,1.0
79,4,781.66,233.78,170.93000000000006,93.45000000000002,1,1,1.0
79,5,772.54,262.68,31.600000000000023,23.480000000000018,1,1,1.0
79,6,949.53,237.58,10.470000000000027,29.68999999999997,1,1,1.0
80,2,208.8,256.0,93.43,40.19999999999999,1,1,1.0
80,4,773.22,234.86,173.45999999999992,94.57,1,1,1.0
80,5,761.45,261.7,31.59999999999991,26.100000000000023,1,1,1.0
80,6,943.37,238.1,11.360000000000014,29.97999999999999,1,1,1.0
81,2,208.8,256.0,93.38,40.19999999999999,1,1,1.0
